1,bach,0.858,0.186,3.015,4,49.0833,2.3296,0.3221,0.1316,0,11,35,0,46,0.0332,0.2957
1,bach,0.8717,0.167,4.3557,4,60.2222,1.963,0.0897,0.1518,0,12,41,0,48,0.0036,0.4274
1,bach,0.9066,0.2559,2.9043,3,26.7241,2.7,0.1947,0.1591,0,11,35,0,46,0.005,0.2571
1,bach,0.9603,0.2691,2.6296,2,45.2308,2.4834,0.2592,0.1133,0,12,42,0,46,0.0083,0.1794
1,bach,0.9692,0.1648,5.3209,3,119.5714,0.8203,0.1107,0.1158,0,12,48,0,48,0.0831,0.351
1,bach,0.9724,0.2773,2.459,2,23.3333,2.4333,0.5218,0.217,0,12,41,0,48,0.0078,0.1797
1,bach,0.9784,0.1289,6.5578,3,49.1,0.8277,0.1316,0.189,0,12,43,0,46,0.0533,0.3689
1,bach,0.983,0.2813,2.7961,2,60.0909,2.4766,0.2736,0.1454,0,12,42,0,47,0.0074,0.1265
1,bach,0.9837,0.1441,8.1766,2,145.75,0.8478,0.0966,0.0894,0,12,44,0,48,0.045,0.2793
1,bach,0.9864,0.2867,2.2885,2,56.2,2.5025,0.2333,0.141,0,11,41,0,47,0.0122,0.1294
1,bach,0.9961,0.2573,3.2321,2,26.8889,1.9807,0.2998,0.1315,0,12,36,0,43,0.0385,0.2706
1,bach,1.0346,0.2572,2.4342,2,30.2258,2.9185,0.7451,0.3278,0,10,34,0,45,0.0885,0.2243
1,bach,1.047,0.261,2.797,3,54.6923,2.6199,0.3279,0.2197,0,12,43,0,46,0.011,0.2541
1,bach,1.0888,0.1269,6.5423,3,146,0.9291,0.1518,0.1159,0,12,45,0,46,0.0311,0.3495
1,bach,1.1081,0.1601,8.1469,2,111.4286,0.7331,0.1467,0.1051,0,12,46,0,48,0.0301,0.29
1,bach,1.1184,0.17,4.8975,2,40.9,0.8764,0.1366,0.1899,0,12,43,0,46,0.04,0.2525
1,bach,1.131,0.2134,3.1768,3,51.3333,2.5783,0.248,0.1729,0,12,40,0,46,0.0271,0.301
1,bach,1.1366,0.2225,2.7819,3,57.125,1.8601,0.1961,0.1842,0,11,36,0,48,0.0238,0.3067
1,bach,1.1389,0.0849,7.0329,3,86.4286,0.9064,0.102,0.1259,0,12,44,0,47,0.1179,0.4645
1,bach,1.158,0.1381,5.9142,3,127.25,0.8538,0.1291,0.1616,0,12,40,0,48,0.0439,0.3766
1,bach,1.1694,0.1711,6.5597,2,70.8889,0.9121,0.1745,0.1581,0,12,46,0,48,0.0463,0.2246
1,bach,1.1884,0.3929,2.5439,3,42.2,2.5175,0.3551,0.3737,0,12,46,0,48,0.0755,0.2635
1,bach,1.224,0.2038,6.1467,2,174.5,0.8505,0.1753,0.1261,0,12,45,0,48,0.0543,0.2935
1,bach,1.2312,0.2054,5.8612,2,216,0.8349,0.1721,0.1768,0,12,48,0,48,0.0422,0.2939
1,bach,1.2419,0.1141,7.9966,3,94.8571,0.9247,0.1526,0.1557,0,12,48,0,47,0.0494,0.3884
1,bach,1.2537,0.0865,6.1199,4,184.5,0.948,0.1539,0.1134,0,12,47,0,48,0.06,0.4477
1,bach,1.2702,0.1268,6.3314,3,139,0.9079,0.206,0.2286,0,12,48,0,47,0.0778,0.3862
1,bach,1.2852,0.1437,6.5308,2,96.5,0.8695,0.1292,0.1466,0,12,44,0,46,0.0264,0.3109
1,bach,1.2922,0.146,5.3175,2,123.8571,0.6662,0.1172,0.1089,0,12,47,0,48,0.0807,0.3598
1,bach,1.3043,0.1949,4.8799,2,78.4286,0.8846,0.1931,0.1209,0,12,44,0,45,0.0571,0.2579
1,bach,1.3108,0.1293,7.6336,2,87.25,0.8505,0.2987,0.3307,0,12,45,0,46,0.0819,0.306
1,bach,1.3253,0.1938,2.9192,2,63.5,2.3848,0.4851,0.186,0,12,46,0,48,0.0487,0.2237
1,bach,1.3257,0.065,7.6473,2,147.3333,0.9438,0.1541,0.1605,0,12,44,0,48,0.0626,0.3805
1,bach,1.329,0.1724,3.582,3,55.5714,2.4086,3.7234,0.2329,0,12,44,0,48,0.0483,0.3039
1,bach,1.3331,0.0959,6.6324,2,209.5,0.7677,0.0871,0.1182,0,12,45,0,47,0.0622,0.4054
1,bach,1.3417,0.1914,3.5741,4,47.4545,2.6879,0.3622,0.2221,0,12,41,0,46,0.0338,0.4934
1,bach,1.3637,0.3218,3.0527,2,33.375,2.7438,0.3255,0.3144,0,12,42,0,44,0.0127,0.2164
1,bach,1.3724,0.1148,3.38,6,60,2.2902,0.4265,0.1217,0,12,40,1,46,0.1133,0.541
1,bach,1.3975,0.3013,2.7681,3,41.2667,2.7436,0.2545,0.1849,0,12,43,0,44,0.0189,0.2129
1,bach,1.4344,0.2267,5.9375,2,256.75,0.8827,0.1523,0.1945,0,12,47,0,47,0.0053,0.2627
1,bach,1.4433,0.0925,4.3434,5,61.4444,1.8539,0.0888,0.1364,0,12,44,0,46,0.0036,0.6121
1,bach,1.4705,0.1169,6.6242,4,135.75,0.9493,0.2011,0.2048,0,12,47,0,48,0.0459,0.334
1,bach,1.4778,0.0569,9.6829,2,52.6667,0.9334,0.4674,0.3135,0,9,38,0,57,0.0894,0.4553
1,bach,1.4843,0.3226,2.9409,3,71.4737,1.4858,2.8378,0.1701,0,12,45,0,48,0.0139,0.2153
1,bach,1.5396,0.1543,6.1598,3,108.75,0.8622,0.1924,0.1977,0,12,44,0,46,0.0799,0.3306
1,bach,1.5582,0.149,7.237,2,125.6,0.9297,0.1888,0.2022,0,12,47,0,48,0.0592,0.3196
1,couperin,1.292,0.3074,4.2869,2,62.5,0.466,0.0438,0.1337,0,11,41,0,50,0.0369,0.0984
1,handel,1.1368,0.2158,2.4358,3,81.75,2.8028,1.2463,0.2638,0,12,43,0,46,0.1706,0.3153
1,handel,1.1406,0.2338,2.7449,3,52.7273,2.7376,0.5737,0.2169,0,12,45,0,51,0.1297,0.3276
1,handel,1.2132,0.2834,3.3478,4,47.3571,1.5981,0.1684,0.1555,0,10,33,1,48,0.0165,0.2849
